"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cd-scale-avg" "cl-scale-avg" "cs-scale-avg")
10 0.1481885652983891 0.04610186039680511 -0.01737009242834581 -0.005220941732155147 0.00523206702490195 0.03991825409382833 0.152955977400033 0.04563440166013604 0.0378880088248307 0.3973804668440117 0.09966087407235254 0.03532992254965995
20 0.1791163084308933 0.04878599868884004 -0.01671352609926214 -0.001912315123581729 0.003060082752008776 0.01769921249445269 0.1847756796035483 0.04807969545661955 0.01726939137402422 0.28452196009226 0.07369388859890809 0.0312770278235041
30 0.1912295844551086 0.053898350381076 -0.01556960077224083 0.0007522500263175979 -0.0001420628555215407 0.003796566646787668 0.1975158714245769 0.05407626660314893 0.005647002515368624 0.2541041130733256 0.06584413193087608 0.02362237346183766
40 0.1980158878821036 0.06610200918900554 -0.01581887448122699 0.0007866122788192113 -0.0001422635489805734 0.001758999223179516 0.2039117446410635 0.06713090419375842 0.005911908350368282 0.2409246095417145 0.06479846533297229 0.01925425157473564
50 0.2021601823631156 0.07477554833418426 -0.01545411787896798 0.001082143688012242 -0.0001458379141296983 0.003057022681238673 0.2076431095699439 0.0750187049821202 0.006898931579934165 0.2339104151026726 0.066220237321325 0.01668321408980709
60 0.2069209606877642 0.0775232448041302 -0.01438524989504952 0.0007676325300281896 0.0007144705096804401 -0.0002971139431779185 0.2124736561593054 0.07680580866983827 0.001257886809700707 0.2299961756774887 0.06792866442615793 0.01468186572701856
70 0.2053718899023319 0.07378411405289349 -0.01397840092139562 0.0004372890304686579 0.000704086312570196 -0.005948358309752915 0.2110081102864736 0.07233971512342366 -0.005394216211435698 0.2274665448274228 0.06889605047342298 0.01211129719049113
80 0.2030824911743986 0.07069050500836264 -0.01315403260681658 -0.0002287227105999826 0.000820286753960713 -0.003624872117746477 0.2088659727930681 0.06910886357145855 -0.002985653887534572 0.2252201595730529 0.06906451391480015 0.01007634288120213
90 0.2028532588190795 0.06782597309026282 -0.01270275426094702 -0.0004456505952609455 0.0008538526671867902 -0.002568697563126923 0.2089968051635674 0.06669483340457252 -0.0024862944483389 0.2234165108110679 0.06893723567185664 0.008675331358483394
100 0.2027095804242394 0.06560080359865085 -0.01275816981416432 -0.0005972808342177916 0.0007244770732271978 -0.001352010484002203 0.2089686318265548 0.06475237767907335 -0.002077997721541246 0.2219618859560394 0.06858824597897302 0.007566514139069069
110 0.2039712919693876 0.0652689907410156 -0.01242333479175848 -0.0001979230963886836 0.000179049823229991 0.000719522759802264 0.2100902374727497 0.06422786019884087 -0.0004959727115999285 0.2031793449002767 0.06506404174023944 0.003909240182711524
120 0.2046332919278194 0.06549645314744537 -0.01201139023987641 0.0006680777075237572 -0.0006429215979920614 0.002039660184651946 0.2107664087695339 0.06421732680299988 0.001158693351430515 0.2070654619212857 0.06671210430075994 0.001233531729785714
130 0.2052174519763 0.06597402739683611 -0.01148565438700181 0.001637561666071703 -0.001471631686360795 0.001803751406117278 0.2114198904604532 0.0645197267181167 0.001737773544914726 0.2088471271341329 0.06812965366743154 0.0005593948448515709
140 0.2064315447796679 0.06723926883624731 -0.01097715472672489 0.002096616493073932 -0.001836747745707524 0.001945324754585358 0.2126361137214609 0.06560568700404161 0.002331009920311955 0.2099142450643687 0.06847037502051609 0.0001420999426844037
150 0.2072869651644684 0.06846101925331895 -0.01071335082048077 0.002072725585089039 -0.001811883179627391 0.003306676504593866 0.2135237154596696 0.06655438644234087 0.003944903753205741 0.2106486689960146 0.0678998627105358 -0.0001821311369405355
160 0.2071124245992524 0.06892464954710786 -0.01071111698704721 0.001871013015831674 -0.001740083398064316 0.004475769932874712 0.2133623964790917 0.06661228757597522 0.005754712917666114 0.2109587677657519 0.06691735066798911 -0.0001546821688710856
170 0.2061622991378499 0.06864012389409019 -0.01076086927025066 0.001451350482677448 -0.001392839031766762 0.005815922128931954 0.212397981335141 0.06601033042938638 0.007495775372611585 0.2110156159710747 0.06607908972924841 0.0008503606347188769
