"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cd-scale-avg" "cl-scale-avg" "cs-scale-avg")
10 0.1083696113748383 0.03960476393226944 -0.01425710860236683 -0.00119835676823669 0.0001690401267970131 0.006358050979951502 0.110701793709053 0.04036855448418024 0.009560290738386863 0.3139545842152565 0.06256331832035397 -0.007258586794535822
20 0.1374828025991494 0.0348773088233852 -0.01328426719018465 5.383852470148331e-05 -0.0002292064299039621 0.007303517725023736 0.1394809266740434 0.03359770867761167 0.008039146481677906 0.2214403487266402 0.04962147156562191 0.0004926123840243446
30 0.1496710654730034 0.03552728397553546 -0.01241588119247644 -0.0009629751197649497 0.0004377785927985831 0.00595383458648409 0.1520830553781391 0.03301045330715871 0.003840174113247538 0.1967554230737748 0.04386818821867305 0.002391215227326567
40 0.1503025759558345 0.0410327836184601 -0.01196442732437548 -0.00182425528878827 0.0008426620168112443 0.003325915720973874 0.1527447648997704 0.03878488639168991 0.001084490484480256 0.1857590083063601 0.04190659125795933 0.002144964135615595
50 0.151897337882542 0.04768268632071422 -0.01228803966245067 -0.001633819937442095 0.000424078592346591 0.001952973364597425 0.154187939920637 0.04511885719492599 0.002251190239656709 0.1792760694457482 0.04201692192120686 0.002147811689903323
60 0.1547624490389157 0.05179012014870958 -0.01215974895160986 -0.0008516754303835979 -0.0002953123505587612 -0.002783739925159697 0.1574443728823367 0.04855653758784149 -0.0001528145739130348 0.1753902303782554 0.04288931565164169 0.001928099343146505
70 0.1561241540033106 0.05124456191678135 -0.01212956312725366 -0.001035221842261357 -0.0001174560290252941 -0.002192708969290432 0.1589388622494695 0.04787764809785926 0.0006089461369133636 0.1729740406241686 0.04369084406695229 0.001667482321103172
80 0.156486216992247 0.04963940871037602 -0.01165111220238288 -0.0009403270268992465 -3.53608133540277e-05 -0.0002328697480079799 0.1593221731795502 0.04636511305561102 0.001786013471785489 0.1712434358023011 0.04409683149028298 0.001619524247619165
90 0.1569034283205013 0.04980377574019382 -0.01088687059432871 -0.0007021115722122461 -0.000146950861310804 -5.830167005069544e-05 0.1596328052676583 0.0466304041370816 0.001281048889555501 0.1699426134488412 0.04434936930957554 0.001633003052162775
100 0.1573142695894155 0.05011320850966303 -0.01044193005700049 -0.0003826621333728423 -0.0002043689674158494 -0.002220374326624003 0.1599430975100212 0.04702597297189322 -0.001019979592803872 0.168924866194481 0.0446101739097986 0.001475559935862928
110 0.157838649009653 0.04912582936221457 -0.01016493148307608 -0.0002307254269550346 -0.000144630960170426 -0.004317453947703972 0.160556001295673 0.04588572385096942 -0.002977423293275093 0.1535551226756564 0.04300322315644346 0.001982034615106045
120 0.1586232921316358 0.04779012454973271 -0.009889738095610889 -6.629639904752506e-05 -0.0002817584952348143 -0.004339539772102921 0.1614319879390298 0.04432071738485398 -0.002986103942624347 0.1567671860460073 0.04383841157031861 0.0008398994575461705
130 0.1590789077721481 0.04614817986878515 -0.009583613256947484 8.899153438030008e-05 -0.0004616950870965375 -0.002189837845535955 0.16191938384717 0.04260001592316871 -0.001266904910823691 0.1582026770812111 0.04494140675884295 7.494629772342885e-06
140 0.1591686466375124 0.04489780020514631 -0.009280703169799552 0.0004000124247957554 -0.0006139969835338231 0.000368375122627058 0.1620183384653937 0.04125339904838248 0.001040444578300449 0.1591219204151521 0.04551356014282835 -0.0001320075471221894
150 0.1599229405468844 0.04531213637325254 -0.009234011460583565 0.0007022641837988895 -0.0007780602602164274 0.001989334998749254 0.1628446438252732 0.04153711021358576 0.002605887579627477 0.1600269420768042 0.04539994803672027 -0.0001490834461287316
160 0.1607530837514905 0.0460083140095039 -0.009358269292573836 0.001060239261563815 -0.001012461873809258 0.002720017078500983 0.1638057436147628 0.04208493566726865 0.003376735317764275 0.1607744999265961 0.04486093790780522 7.676948915603223e-05
170 0.1607636779413779 0.04626177895759125 -0.009595732640203108 0.001383720808317652 -0.001222482177229769 0.003446579496207261 0.1639801542694945 0.04224731748984244 0.004171295200535358 0.1613203041209322 0.0442318723842314 0.0004402771092546129
